time_delta_seconds,burst_velocity_1m,burst_velocity_5m,rapid_retry_status_transition,exact_amount_match,amount_ratio,order_id_match,merchant_notes_order_id_match,invoice_id_match,email_exact_match,email_levenshtein_similarity,contact_normalized_match,contact_last_4_match,customer_id_match,vpa_exact_match,vpa_handle_match,card_id_match,card_fingerprint_match,bank_code_match,acquirer_rrn_match,acquirer_auth_code_match,description_jaccard_similarity,method_consistency,error_cascade_similarity,composite_duplicate_risk_score,txn_a_id,txn_b_id,label
546.0,1,1,0.0,0.0,0.8845449,0.0,0.0,0.0,0.0,0.94736844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.11096965,pay_001148_dup,pay_001757,0
326.0,1,1,0.0,0.0,0.5436902,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.15354827,pay_000443,pay_000427,0
124.0,1,1,0.0,0.0,0.99243927,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.15945779,pay_000858,pay_002011_dup,0
193.0,1,1,0.0,0.0,0.3711554,0.0,0.0,0.0,0.0,0.9444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0685832,pay_000098,pay_000163,0
434.0,1,1,0.0,0.0,0.57253784,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.13442495,pay_001085,pay_001829,0
408.0,1,1,0.0,0.0,0.95024496,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0810369,pay_001857,pay_000424,0
227.0,1,2,0.0,0.0,0.81638676,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.20805177,pay_000127,pay_000186,0
96.0,1,2,0.0,0.0,0.8078684,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.22016998,pay_000212,pay_000340,0
37.0,2,2,0.0,0.0,0.25847897,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.32920504,pay_001564,pay_002197,0
209.0,1,1,0.0,0.0,0.8891258,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.082898475,pay_001786,pay_000481,0
525.0,1,1,0.0,0.0,0.33034703,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.14550912,pay_001781,pay_001522_dup,0
12.0,2,2,0.0,0.0,0.41176936,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2788293,pay_000091,pay_000166,0
310.0,1,1,0.0,0.0,0.29801318,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.09087822,pay_000434,pay_001860,0
210.0,1,2,0.0,0.0,0.039867483,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.18320322,pay_000700,pay_000530,0
97.0,1,1,0.0,0.0,0.042851817,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.09683866,pay_000966,pay_000751,0
310.0,1,1,0.0,0.0,0.41156462,0.0,0.0,0.0,0.0,0.94736844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.06618427,pay_000860,pay_001190,0
22.0,2,2,0.0,0.0,0.3720588,0.0,0.0,0.0,0.0,0.94736844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.340901,pay_000998,pay_002047,0
560.0,1,1,0.0,0.0,0.1574074,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.054532733,pay_000566,pay_000377,0
497.0,1,1,0.0,0.0,0.68291456,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.22313528,pay_000330,pay_001391,0
464.0,1,1,0.0,0.0,0.2320259,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.057145298,pay_002174,pay_001701,0
8.0,1,1,0.0,0.0,0.620261,0.0,0.0,0.0,0.0,0.94736844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.11566882,pay_002075,pay_001234,0
50.0,2,2,0.0,0.0,0.7333077,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.34048057,pay_001025,pay_000750,0
460.0,1,1,0.0,0.0,0.041193873,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.13609864,pay_002332,pay_002215,0
8.0,1,1,0.0,0.0,0.19773899,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.13017349,pay_000772,pay_002027,0
343.0,1,1,0.0,0.0,0.14264916,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.08532925,pay_002433,pay_002323,0
530.0,1,1,0.0,0.0,0.92747253,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.07995903,pay_001838,pay_001552,0
276.0,1,1,0.0,0.0,0.59417653,0.0,0.0,0.0,0.0,0.94736844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.103293456,pay_001479,pay_000486,0
426.0,1,1,0.0,0.0,0.22308439,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.14221118,pay_001703,pay_001774,0
293.0,1,2,0.0,0.0,0.62327033,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.19981565,pay_000273,pay_000383,0
301.0,1,1,0.0,0.0,0.0731401,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.13840386,pay_001044_dup,pay_000834,0
404.0,1,1,0.0,0.0,0.46934628,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0651982,pay_001856,pay_001586,0
409.0,1,1,0.0,0.0,0.85581225,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.07791772,pay_002478,pay_002018_dup,0
359.0,1,1,0.0,0.0,0.954955,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.23271383,pay_001000_dup,pay_000701,0
237.0,1,2,0.0,0.0,0.72071886,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.27047127,pay_001000_dup,pay_001894,0
169.0,1,2,0.0,0.0,0.7496371,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.20919117,pay_000746,pay_001000_dup,0
398.0,1,1,0.0,0.0,0.15499629,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.054864015,pay_001454,pay_002419,0
131.0,1,2,1.0,0.0,0.46818662,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.24426849,pay_000160_dup,pay_000150,0
15.0,1,1,0.0,0.0,0.46529368,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.10514181,pay_001813,pay_000955,0
337.0,1,1,0.0,0.0,0.48454675,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.21742108,pay_002308,pay_000321,0
45.0,2,2,1.0,0.0,0.53611696,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.3497921,pay_000861,pay_000327,0
108.0,1,1,0.0,0.0,0.3119185,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.07339501,pay_002396,pay_001440,0
53.0,2,2,0.0,0.0,0.19393584,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25581527,pay_000621,pay_001016,0
591.0,1,1,0.0,0.0,0.9890566,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.16717245,pay_000529,pay_000294,0
318.0,1,1,0.0,0.0,0.37766302,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.14818099,pay_000649,pay_000582,0
262.0,1,1,0.0,0.0,0.7573532,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.10702089,pay_000934,pay_001428,0
570.0,1,1,0.0,0.0,0.23769793,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.1779233,pay_000315,pay_000731,0
70.0,1,1,0.0,0.0,0.63253766,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.09159711,pay_000604,pay_000294,0
399.0,1,1,0.0,0.0,0.66899645,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.102250636,pay_000389,pay_000584,0
506.0,1,1,0.0,0.0,0.91158533,0.0,0.0,0.0,0.0,0.9444444,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.16659625,pay_001697,pay_002206,0
405.0,1,1,0.0,0.0,0.39574602,0.0,0.0,0.0,0.0,0.94736844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.09520991,pay_001027,pay_001226,0
552.0,1,1,0.0,0.0,0.70379746,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.15779483,pay_001462_dup,pay_002280_dup,0
489.0,1,1,0.0,0.0,0.30324414,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.1253935,pay_000001,pay_000016,0
138.0,1,1,0.0,0.0,0.9972841,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.09194303,pay_000377,pay_000577,0
123.0,1,1,0.0,0.0,0.14671534,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.06574467,pay_001099,pay_001882,0
579.0,1,1,0.0,0.0,0.6432049,0.0,0.0,0.0,0.0,0.94736844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.072541445,pay_001119,pay_000893,0
360.0,1,1,0.0,0.0,0.6497423,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.15668336,pay_001940,pay_001830,0
68.0,1,2,1.0,0.0,0.6990101,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.26324087,pay_000182,pay_000174,0
51.0,1,1,0.0,0.0,0.03952852,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.077310584,pay_000346,pay_000211,0
327.0,1,1,0.0,0.0,0.2702914,0.0,0.0,0.0,0.0,0.94736844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.21247835,pay_000705,pay_000309,0
311.0,1,1,0.0,0.0,0.41007194,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.14935282,pay_001517,pay_000725,0
417.0,1,1,0.0,0.0,0.15882967,0.0,0.0,0.0,0.0,0.94736844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.08733887,pay_000446,pay_002021_dup,0
24.0,1,1,0.0,0.0,0.26915383,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.09467113,pay_001096,pay_001700,0
538.0,1,1,0.0,0.0,0.69355845,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.15747157,pay_000386,pay_000710,0
43.0,1,1,0.0,0.0,0.86198395,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.10702278,pay_000458,pay_000533,0
76.0,1,2,0.0,0.0,0.30455738,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.24321933,pay_000602,pay_000444,0
104.0,1,2,0.0,0.0,0.20250927,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.31341195,pay_001597,pay_000423,0
342.0,1,1,0.0,0.0,0.9779537,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.08244532,pay_000504,pay_000803,0
429.0,1,1,0.0,0.0,0.13923374,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.12015442,pay_002012,pay_001485,0
91.0,1,2,0.0,0.0,0.9429747,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.22557098,pay_001486_dup,pay_001921,0
331.0,1,1,0.0,0.0,0.1279878,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.13977656,pay_001563,pay_000743,0
504.0,1,1,0.0,0.0,0.9557221,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.08092767,pay_000508,pay_000952,0
210.0,1,2,0.0,0.0,0.21539125,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.25494805,pay_002415,pay_001505,0
44.0,2,2,0.0,0.0,0.66029537,0.0,0.0,0.0,0.0,0.94736844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.27606064,pay_000007,pay_000003,0
415.0,1,1,0.0,0.0,0.23784807,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.12346611,pay_002167_dup,pay_001887,0
206.0,1,1,0.0,0.0,0.8527531,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.14780731,pay_000138,pay_000457,0
203.0,1,2,0.0,0.0,0.44924623,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.19706261,pay_001391,pay_001420,0
114.0,1,1,0.0,0.0,0.32086498,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.072763115,pay_001242,pay_001482,0
116.0,1,1,0.0,0.0,0.033368997,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.06298705,pay_000797_dup,pay_000862,0
137.0,1,1,0.0,0.0,0.083905414,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.06193519,pay_001400,pay_000549,0
517.0,1,1,0.0,0.0,0.07664036,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.13715318,pay_002245,pay_001146,0
570.0,1,1,0.0,0.0,0.24834932,0.0,0.0,0.0,0.0,0.94736844,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.14476232,pay_001444,pay_001003,0
583.0,1,1,0.0,0.0,0.27267042,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.088757865,pay_000710_dup,pay_000783,0
50.0,2,2,0.0,0.0,0.29024145,0.0,0.0,0.0,0.0,0.8947368,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.2599127,pay_000236,pay_000097_dup,0
